Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimOcc
0.2847364819,1.75,young cars,Hatchback,Female,old people,0
0.8158795346,2.5,old cars,Station wagon,Male,working people,0
0.6707734428,1.05,oldest cars,Sedan,Female,older work. people,0
0.2984257358,3.2,old cars,Station wagon,Female,working people,1
0.629705681,0.71,oldest cars,Station wagon,Female,young people,1
0.6242299795,4.3,young cars,Sedan,Male,youngest people,0
0.6242299795,1.8,young cars,Sedan,Female,older work. people,0
0.2874743326,1.75,young cars,Station wagon,Female,working people,0
0.2272416153,2.45,youngest cars,Sedan,Male,older work. people,0
0.6844626968,3.98,young cars,Station wagon,Male,older work. people,1
0.7967145791,1.33,young cars,Hatchback,Male,working people,0
0.2874743326,1.12,old cars,Hatchback,Male,young people,0
0.2272416153,1.9,young cars,Hatchback,Female,older work. people,0
0.6242299795,0.67,oldest cars,Sedan,Male,old people,0
0.3750855578,1.07,oldest cars,Station wagon,Male,young people,0
0.8295687885,1.26,young cars,Hatchback,Female,youngest people,1
0.2272416153,2.52,old cars,Station wagon,Male,young people,0
0.9993155373,1.2,oldest cars,Hardtop,Female,oldest people,0
0.2026009582,3.3,young cars,Station wagon,Female,working people,0
0.810403833,1.72,oldest cars,Motorized caravan,Female,older work. people,0
0.7967145791,3.8,youngest cars,Station wagon,Female,young people,0
0.2026009582,0.53,oldest cars,Sedan,Female,working people,0
0.772073922,0.57,oldest cars,Hatchback,Male,youngest people,0
0.2026009582,2.51,young cars,Station wagon,Female,working people,0
0.2026009582,2.42,old cars,Station wagon,Male,youngest people,0
0.2026009582,3.85,youngest cars,Station wagon,Male,oldest people,0
0.7775496235,0.44,oldest cars,Hatchback,Female,young people,0
0.2026009582,1.08,oldest cars,Utility,Male,youngest people,0
0.3915126626,1.2,old cars,Sedan,Female,working people,0
0.6242299795,1.58,old cars,Utility,Female,working people,0
0.8815879535,2.04,old cars,Bus,Female,old people,0
0.4079397673,1.61,old cars,Hardtop,Female,old people,0
0.3203285421,1.97,young cars,Panel van,Male,young people,0
0.2847364819,0.43,oldest cars,Hatchback,Female,working people,0
0.3394934976,1.8,young cars,Sedan,Female,working people,0
0.1998631075,1.37,young cars,Sedan,Female,young people,0
0.7748117728,1.47,oldest cars,Utility,Male,working people,1
0.2026009582,1.6,young cars,Sedan,Female,older work. people,0
0.1013004791,0.79,oldest cars,Sedan,Female,youngest people,0
0.5557837098,1.26,old cars,Sedan,Female,working people,0
0.6242299795,0.7,oldest cars,Sedan,Male,working people,0
0.5968514716,0.96,old cars,Hatchback,Male,old people,0
0.4928131417,0.65,oldest cars,Hatchback,Female,oldest people,0
0.3367556468,1.75,young cars,Hatchback,Female,old people,0
0.5968514716,1.52,old cars,Utility,Male,oldest people,0
0.5968514716,0.77,old cars,Hatchback,Female,old people,0
0.4024640657,2.03,youngest cars,Sedan,Male,old people,0
0.5968514716,3.76,youngest cars,Station wagon,Male,old people,0
0.5968514716,0.79,old cars,Sedan,Female,old people,0
0.7967145791,2.91,young cars,Utility,Male,young people,0
0.295687885,1.38,old cars,Sedan,Male,working people,0
0.8843258042,2.44,youngest cars,Sedan,Female,working people,0
0.5968514716,1.56,young cars,Sedan,Male,older work. people,0
0.2026009582,1.75,young cars,Hatchback,Male,older work. people,0
0.1314168378,1.64,old cars,Station wagon,Male,oldest people,0
0.5968514716,0.83,oldest cars,Station wagon,Male,oldest people,0
0.4024640657,1.79,oldest cars,Utility,Male,working people,0
0.5968514716,0.75,oldest cars,Station wagon,Male,oldest people,0
0.5968514716,1.62,oldest cars,Station wagon,Female,working people,0
0.5968514716,1.55,young cars,Hatchback,Female,young people,0
0.5968514716,1.71,youngest cars,Hatchback,Female,oldest people,0
0.7967145791,1.23,young cars,Hatchback,Female,old people,0
0.900752909,2.18,young cars,Sedan,Female,working people,0
0.5968514716,1.82,young cars,Hatchback,Male,oldest people,1
0.5968514716,0.79,old cars,Hatchback,Female,working people,0
0.5995893224,0.44,oldest cars,Sedan,Male,young people,0
0.2874743326,4.9,youngest cars,Coupe,Female,old people,0
0.1341546886,1.65,old cars,Sedan,Female,old people,0
0.4024640657,0.93,oldest cars,Utility,Male,young people,0
0.4709103354,1.28,young cars,Hatchback,Male,old people,0
0.5968514716,1.33,old cars,Sedan,Female,old people,0
0.5968514716,0.42,oldest cars,Hatchback,Female,old people,0
0.2491444216,1.39,old cars,Sedan,Male,young people,0
0.5968514716,1.6,young cars,Sedan,Female,working people,1
0.5968514716,2.01,youngest cars,Hatchback,Male,working people,1
0.5968514716,0.77,oldest cars,Station wagon,Female,old people,0
0.1697467488,1.03,old cars,Sedan,Male,older work. people,0
0.2327173169,1.88,youngest cars,Hatchback,Female,old people,0
0.5968514716,2.01,young cars,Sedan,Female,old people,0
0.2299794661,0.88,oldest cars,Station wagon,Male,working people,0
0.4024640657,1.24,old cars,Sedan,Female,older work. people,0
0.5968514716,1.75,young cars,Sedan,Female,working people,0
0.1149897331,1.23,old cars,Sedan,Female,old people,0
0.1806981519,1.3,oldest cars,Hatchback,Female,old people,0
0.5968514716,2.47,old cars,Station wagon,Female,older work. people,0
0.6598220397,3.29,youngest cars,Utility,Female,old people,0
0.090349076,2.76,youngest cars,Sedan,Male,oldest people,1
0.5968514716,1.69,old cars,Station wagon,Female,working people,0
0.5968514716,1.05,oldest cars,Panel van,Male,working people,1
0.5968514716,1.8,old cars,Sedan,Male,older work. people,0
0.5968514716,0.87,old cars,Hatchback,Female,old people,0
0.3942505133,1.0,oldest cars,Station wagon,Female,working people,0
0.5968514716,0.48,oldest cars,Hatchback,Female,older work. people,0
0.5968514716,0.7,oldest cars,Sedan,Female,older work. people,0
0.4024640657,0.95,oldest cars,Sedan,Male,young people,0
0.4024640657,1.71,young cars,Sedan,Female,older work. people,0
0.900752909,1.7,old cars,Sedan,Female,older work. people,0
0.5968514716,0.38,oldest cars,Hatchback,Female,old people,0
0.5968514716,0.43,oldest cars,Hatchback,Male,working people,0
0.8815879535,1.85,oldest cars,Station wagon,Female,working people,0
0.8788501027,2.13,young cars,Hardtop,Female,oldest people,0
0.4298425736,1.41,young cars,Sedan,Male,young people,0
0.5968514716,0.37,oldest cars,Hatchback,Female,young people,0
0.4024640657,2.23,oldest cars,Station wagon,Male,working people,0
0.5968514716,1.91,oldest cars,Hardtop,Male,old people,0
0.1752224504,2.93,old cars,Station wagon,Female,young people,0
0.5968514716,1.16,old cars,Sedan,Female,old people,0
0.4024640657,1.02,oldest cars,Hatchback,Male,young people,0
0.9993155373,1.41,young cars,Sedan,Female,working people,0
0.0191649555,2.52,youngest cars,Sedan,Female,working people,0
0.3942505133,6.51,youngest cars,Station wagon,Female,oldest people,0
0.4024640657,3.349,youngest cars,Hardtop,Male,old people,0
0.1177275838,2.55,youngest cars,Sedan,Female,working people,0
0.3367556468,5.08,youngest cars,Station wagon,Female,young people,0
0.2819986311,1.9,young cars,Sedan,Male,older work. people,0
0.5968514716,1.47,old cars,Sedan,Female,old people,0
0.5968514716,0.83,old cars,Hatchback,Female,working people,0
0.9993155373,1.26,young cars,Hatchback,Male,old people,0
0.5968514716,1.23,oldest cars,Sedan,Female,working people,0
0.5968514716,3.27,young cars,Station wagon,Male,working people,0
0.5968514716,1.47,young cars,Sedan,Male,young people,0
0.6406570842,1.27,old cars,Sedan,Female,oldest people,0
0.4928131417,0.83,oldest cars,Coupe,Female,older work. people,0
0.3203285421,4.14,young cars,Station wagon,Female,older work. people,0
0.2272416153,0.44,oldest cars,Sedan,Female,oldest people,0
0.6981519507,1.5,old cars,Station wagon,Female,young people,0
0.0985626283,1.51,oldest cars,Minibus,Male,young people,0
0.2026009582,0.81,old cars,Hatchback,Female,working people,0
0.8815879535,1.62,young cars,Sedan,Female,oldest people,0
0.8815879535,1.66,old cars,Sedan,Female,working people,0
0.8268309377,0.38,oldest cars,Hatchback,Male,working people,0
0.2683093771,1.52,young cars,Hatchback,Female,older work. people,0
0.3750855578,3.78,youngest cars,Station wagon,Female,young people,0
0.2245037645,0.54,oldest cars,Hatchback,Male,old people,0
0.1040383299,0.84,old cars,Hatchback,Male,working people,0
0.4955509925,4.7,youngest cars,Station wagon,Female,young people,0
0.1177275838,2.82,young cars,Station wagon,Female,young people,0
0.8733744011,5.56,youngest cars,Station wagon,Male,working people,0
0.900752909,1.24,old cars,Hatchback,Female,old people,0
0.4161533196,1.04,oldest cars,Sedan,Male,older work. people,0
0.8815879535,1.19,young cars,Hatchback,Female,old people,0
0.1259411362,0.96,oldest cars,Utility,Female,older work. people,0
0.8815879535,0.84,oldest cars,Sedan,Female,oldest people,0
0.1998631075,3.32,young cars,Station wagon,Female,young people,0
0.2819986311,4.2,young cars,Station wagon,Male,old people,0
0.1998631075,0.84,old cars,Hatchback,Female,older work. people,0
0.1177275838,1.54,old cars,Hatchback,Female,older work. people,0
0.6214921287,0.31,oldest cars,Hatchback,Female,older work. people,0
0.3942505133,1.81,young cars,Sedan,Female,young people,0
0.8021902806,3.29,youngest cars,Station wagon,Male,old people,1
0.3039014374,1.3,young cars,Sedan,Female,young people,0
0.1998631075,2.19,young cars,Panel van,Male,youngest people,0
0.8186173853000001,0.51,oldest cars,Hatchback,Female,working people,0
0.7994524298,1.33,young cars,Hatchback,Female,older work. people,0
0.8815879535,1.3,old cars,Sedan,Male,young people,0
0.8788501027,1.52,young cars,Sedan,Male,young people,1
0.2162902122,2.86,youngest cars,Station wagon,Female,older work. people,0
0.7994524298,3.04,old cars,Station wagon,Male,working people,0
0.8761122519,2.08,young cars,Sedan,Female,older work. people,0
0.1177275838,0.96,old cars,Hatchback,Male,working people,0
0.8788501027,1.8,young cars,Station wagon,Female,older work. people,0
0.6598220397,0.73,old cars,Hatchback,Female,youngest people,0
0.3175906913,1.2,young cars,Hatchback,Female,older work. people,0
0.4928131417,2.05,young cars,Sedan,Female,older work. people,0
0.4928131417,1.85,old cars,Minibus,Female,working people,0
0.8295687885,3.77,young cars,Station wagon,Female,young people,0
0.8815879535,3.03,young cars,Station wagon,Male,older work. people,0
0.8815879535,1.6,youngest cars,Truck,Male,working people,0
0.1177275838,1.31,old cars,Hatchback,Female,older work. people,0
0.8761122519,1.31,youngest cars,Hatchback,Female,older work. people,0
0.3175906913,1.7,young cars,Hatchback,Female,working people,0
0.6954140999,1.54,old cars,Sedan,Female,old people,0
0.4928131417,2.54,young cars,Station wagon,Female,old people,0
0.6954140999,0.86,old cars,Utility,Male,old people,0
0.4353182752,1.2,old cars,Sedan,Male,working people,1
0.8815879535,2.25,old cars,Station wagon,Male,oldest people,0
0.8815879535,0.85,old cars,Hatchback,Female,old people,0
0.7994524298,1.39,oldest cars,Utility,Male,working people,0
0.8815879535,1.89,young cars,Sedan,Female,older work. people,1
0.1177275838,1.81,youngest cars,Hatchback,Female,young people,0
0.8815879535,0.93,old cars,Hatchback,Female,old people,0
0.8268309377,0.37,oldest cars,Hatchback,Male,working people,0
0.3175906913,1.13,young cars,Hatchback,Female,young people,0
0.3230663929,0.64,oldest cars,Utility,Male,older work. people,0
0.8268309377,2.43,youngest cars,Sedan,Female,older work. people,0
0.0985626283,1.19,old cars,Hatchback,Female,older work. people,0
0.900752909,0.44,oldest cars,Sedan,Female,oldest people,0
0.6652977413,1.22,young cars,Sedan,Female,young people,0
0.900752909,0.8,oldest cars,Utility,Male,older work. people,0
0.4928131417,0.71,oldest cars,Sedan,Female,older work. people,0
0.4928131417,0.61,oldest cars,Sedan,Female,older work. people,0
0.8186173853000001,1.2,young cars,Sedan,Female,youngest people,0
0.1067761807,1.43,oldest cars,Hardtop,Male,old people,0
0.8268309377,0.98,old cars,Sedan,Male,older work. people,0
0.8788501027,1.41,old cars,Sedan,Male,young people,0
0.4928131417,1.02,old cars,Hatchback,Male,working people,1
0.8268309377,0.88,oldest cars,Sedan,Male,working people,0
0.4928131417,1.95,oldest cars,Station wagon,Male,older work. people,0
0.8788501027,1.85,young cars,Hatchback,Female,working people,0
0.7419575633,0.87,old cars,Hatchback,Female,older work. people,0
0.900752909,2.11,young cars,Sedan,Female,oldest people,0
0.4928131417,1.399,youngest cars,Hatchback,Male,older work. people,0
0.8268309377,1.59,youngest cars,Truck,Male,working people,0
0.9965776865,2.87,young cars,Station wagon,Female,older work. people,0
0.2245037645,0.28,oldest cars,Hatchback,Female,young people,0
0.7748117728,2.53,youngest cars,Station wagon,Male,young people,0
0.4928131417,2.1,old cars,Hardtop,Male,young people,0
0.4928131417,1.26,young cars,Hatchback,Female,youngest people,0
0.900752909,4.27,young cars,Station wagon,Male,old people,0
0.1396303901,1.28,old cars,Sedan,Male,older work. people,0
0.1587953457,0.44,oldest cars,Sedan,Female,older work. people,0
0.9965776865,0.53,oldest cars,Hatchback,Female,young people,0
0.4079397673,2.0,youngest cars,Sedan,Female,working people,0
0.0027378508,2.098,youngest cars,Hatchback,Female,older work. people,0
0.4928131417,1.46,young cars,Hatchback,Female,young people,0
0.0985626283,1.5,young cars,Hatchback,Male,young people,0
0.900752909,3.51,young cars,Station wagon,Male,older work. people,0
0.1998631075,1.94,old cars,Hardtop,Male,youngest people,0
0.2135523614,1.12,oldest cars,Utility,Male,young people,0
0.8268309377,2.91,young cars,Truck,Male,young people,0
0.8268309377,1.37,young cars,Sedan,Female,older work. people,0
0.4928131417,3.34,old cars,Motorized caravan,Male,old people,0
0.643394935,2.89,youngest cars,Station wagon,Male,older work. people,0
0.4928131417,1.2,old cars,Station wagon,Female,young people,0
0.9828884326,1.95,oldest cars,Sedan,Female,old people,0
0.0355920602,0.39,oldest cars,Hatchback,Female,older work. people,0
0.1724845996,1.41,young cars,Hatchback,Female,young people,0
0.2245037645,1.64,young cars,Sedan,Male,older work. people,0
0.900752909,1.36,young cars,Hatchback,Female,older work. people,0
0.4928131417,0.44,oldest cars,Sedan,Male,young people,0
0.8268309377,1.79,young cars,Sedan,Male,working people,0
0.2026009582,1.02,old cars,Sedan,Female,older work. people,0
0.1533196441,2.42,youngest cars,Sedan,Male,older work. people,0
0.9226557153,2.77,youngest cars,Station wagon,Female,young people,1
0.7227926078,1.21,old cars,Sedan,Female,young people,0
0.553045859,2.46,youngest cars,Hardtop,Male,young people,0
0.2245037645,4.08,young cars,Station wagon,Male,young people,0
0.8049281314,1.06,oldest cars,Utility,Female,old people,0
0.0547570157,1.33,old cars,Hatchback,Female,young people,0
0.8268309377,0.71,oldest cars,Station wagon,Female,young people,1
0.2847364819,0.89,oldest cars,Sedan,Male,older work. people,0
0.7994524298,3.52,old cars,Motorized caravan,Female,working people,0
0.2847364819,1.6,old cars,Utility,Male,working people,1
0.3668720055,0.87,oldest cars,Sedan,Female,youngest people,0
0.4928131417,0.45,oldest cars,Sedan,Female,older work. people,0
0.4928131417,1.61,young cars,Sedan,Female,young people,0
0.1998631075,2.64,young cars,Station wagon,Female,young people,0
0.4928131417,0.93,old cars,Hatchback,Female,young people,0
0.3066392882,0.76,oldest cars,Convertible,Female,young people,0
0.1998631075,2.42,old cars,Station wagon,Female,older work. people,0
0.8021902806,0.84,oldest cars,Sedan,Male,young people,0
0.1998631075,1.71,oldest cars,Station wagon,Female,older work. people,0
0.7145790554,0.98,old cars,Hatchback,Male,youngest people,1
0.8268309377,1.51,oldest cars,Station wagon,Female,youngest people,0
0.4928131417,1.55,youngest cars,Sedan,Female,young people,0
0.4928131417,1.41,young cars,Sedan,Female,youngest people,0
0.0985626283,1.24,old cars,Hatchback,Male,working people,0
0.8268309377,0.97,old cars,Sedan,Female,old people,1
0.9965776865,1.85,youngest cars,Sedan,Male,older work. people,1
0.3175906913,2.89,old cars,Station wagon,Female,older work. people,0
0.4380561259,1.19,old cars,Hatchback,Female,old people,0
0.7748117728,1.67,youngest cars,Hatchback,Female,youngest people,0
0.8268309377,1.14,old cars,Sedan,Male,youngest people,0
0.8268309377,1.428,youngest cars,Hatchback,Female,old people,0
0.1396303901,1.85,old cars,Hatchback,Female,older work. people,0
0.4928131417,1.73,old cars,Station wagon,Male,older work. people,0
0.900752909,1.57,young cars,Hatchback,Female,oldest people,1
0.8240930869,1.22,old cars,Hatchback,Male,young people,0
0.8268309377,1.15,old cars,Sedan,Male,oldest people,1
0.0410677618,2.06,old cars,Station wagon,Female,young people,0
0.4928131417,1.399,youngest cars,Hatchback,Female,old people,0
0.0492813142,0.95,oldest cars,Sedan,Female,working people,0
0.4928131417,2.55,old cars,Station wagon,Female,working people,0
0.8268309377,2.51,young cars,Utility,Male,young people,0
0.3175906913,1.51,young cars,Sedan,Female,young people,0
0.4928131417,4.1021,youngest cars,Station wagon,Female,older work. people,0
0.4928131417,1.428,youngest cars,Hatchback,Female,older work. people,0
0.4161533196,1.05,young cars,Hatchback,Female,older work. people,0
0.5366187543,1.97,young cars,Coupe,Female,older work. people,0
0.900752909,0.59,oldest cars,Hatchback,Female,working people,0
0.2245037645,3.81,young cars,Truck,Male,young people,0
0.1916495551,2.14,young cars,Sedan,Female,oldest people,0
0.5366187543,1.41,old cars,Sedan,Female,youngest people,0
0.3915126626,0.37,oldest cars,Sedan,Female,oldest people,0
0.386036961,0.45,oldest cars,Sedan,Male,oldest people,0
0.090349076,1.02,oldest cars,Sedan,Male,oldest people,0
0.0136892539,1.08,oldest cars,Station wagon,Male,old people,0
0.3832991102,4.64,youngest cars,Station wagon,Female,young people,1
0.3887748118,1.34,old cars,Sedan,Male,oldest people,0
0.3915126626,1.96,young cars,Sedan,Male,old people,0
0.2847364819,0.31,oldest cars,Sedan,Male,old people,0
0.386036961,0.71,oldest cars,Sedan,Male,oldest people,0
0.386036961,0.7,oldest cars,Sedan,Male,oldest people,0
0.2847364819,1.04,old cars,Sedan,Female,young people,0
0.2327173169,2.29,youngest cars,Sedan,Female,oldest people,0
0.6078028747,1.05,oldest cars,Sedan,Male,older work. people,0
0.4325804244,0.5,oldest cars,Sedan,Female,young people,0
0.386036961,1.82,young cars,Sedan,Male,old people,0
0.1040383299,1.799,youngest cars,Hatchback,Female,oldest people,0
0.167008898,2.31,youngest cars,Sedan,Male,older work. people,0
0.6078028747,3.93,young cars,Station wagon,Male,old people,0
0.6132785763,1.3,old cars,Sedan,Male,oldest people,0
0.386036961,1.84,old cars,Station wagon,Male,old people,0
0.900752909,1.64,young cars,Sedan,Female,old people,0
0.3915126626,2.13,young cars,Sedan,Male,oldest people,0
0.6132785763,1.71,old cars,Hatchback,Male,older work. people,0
0.3887748118,0.41,oldest cars,Hatchback,Male,oldest people,0
0.6105407255,1.29,young cars,Hatchback,Female,older work. people,0
0.3915126626,1.45,young cars,Hatchback,Female,older work. people,0
0.0985626283,1.02,oldest cars,Station wagon,Female,young people,0
0.3887748118,0.72,old cars,Hatchback,Male,oldest people,0
0.8268309377,2.39,oldest cars,Station wagon,Male,young people,0
0.2600958248,0.54,oldest cars,Sedan,Female,young people,0
0.386036961,0.37,oldest cars,Sedan,Female,old people,0
0.2080766598,1.44,oldest cars,Truck,Female,older work. people,0
0.8624229979,1.91,oldest cars,Station wagon,Male,old people,0
0.386036961,1.48,young cars,Hatchback,Female,oldest people,0
0.720054757,1.96,youngest cars,Sedan,Female,old people,0
0.4928131417,0.54,oldest cars,Coupe,Male,young people,1
0.1560574949,3.15,youngest cars,Sedan,Male,working people,0
0.0027378508,1.98,youngest cars,Sedan,Female,older work. people,0
0.386036961,15.42,youngest cars,Sedan,Female,working people,0
0.386036961,1.13,old cars,Hatchback,Female,older work. people,0
0.3915126626,0.45,oldest cars,Sedan,Female,old people,0
0.8268309377,1.9,youngest cars,Sedan,Female,working people,0
0.9965776865,1.88,young cars,Sedan,Female,old people,0
0.6132785763,1.05,oldest cars,Sedan,Male,young people,0
0.3887748118,1.64,oldest cars,Station wagon,Female,older work. people,0
0.8268309377,2.9,youngest cars,Sedan,Female,old people,1
0.476386037,1.02,oldest cars,Hatchback,Male,older work. people,0
0.3887748118,0.8,oldest cars,Hatchback,Male,old people,0
0.6132785763,1.05,oldest cars,Sedan,Male,old people,0
0.0027378508,2.43,youngest cars,Sedan,Female,older work. people,0
0.3887748118,2.57,youngest cars,Sedan,Male,older work. people,0
0.386036961,1.46,young cars,Sedan,Male,older work. people,0
0.386036961,2.92,youngest cars,Sedan,Male,oldest people,0
0.386036961,3.47,youngest cars,Station wagon,Female,working people,1
0.6105407255,1.21,old cars,Sedan,Male,oldest people,0
0.3887748118,0.97,old cars,Sedan,Male,old people,0
0.3887748118,1.53,young cars,Sedan,Female,oldest people,0
0.900752909,1.17,old cars,Sedan,Female,old people,0
0.6105407255,0.78,oldest cars,Sedan,Female,young people,0
0.3915126626,1.42,oldest cars,Station wagon,Female,working people,0
0.1149897331,1.34,old cars,Sedan,Female,working people,0
0.2245037645,1.0,old cars,Hatchback,Female,working people,0
0.6078028747,1.0,old cars,Sedan,Male,older work. people,0
0.1998631075,1.65,young cars,Hatchback,Female,young people,0
0.386036961,1.14,old cars,Sedan,Female,old people,0
0.3887748118,1.33,old cars,Utility,Male,working people,0
0.3915126626,0.74,oldest cars,Hatchback,Female,older work. people,0
0.3915126626,1.77,old cars,Truck,Female,older work. people,0
0.462696783,1.67,oldest cars,Station wagon,Male,young people,0
0.3887748118,1.99,old cars,Station wagon,Male,oldest people,0
0.3258042437,0.44,oldest cars,Sedan,Male,older work. people,0
0.6078028747,0.58,oldest cars,Coupe,Female,working people,0
0.3915126626,1.92,young cars,Sedan,Female,old people,0
0.2272416153,1.81,young cars,Sedan,Female,young people,0
0.3915126626,0.41,oldest cars,Sedan,Male,old people,0
0.4407939767,0.81,old cars,Hatchback,Female,young people,0
0.3915126626,1.96,old cars,Hardtop,Female,older work. people,0
0.3915126626,0.4,oldest cars,Sedan,Male,working people,0
0.5366187543,3.91,youngest cars,Utility,Male,working people,1
0.3887748118,1.99,old cars,Station wagon,Male,working people,0
0.386036961,2.15,old cars,Station wagon,Male,working people,0
0.2217659138,3.04,youngest cars,Utility,Male,older work. people,0
0.900752909,1.18,old cars,Sedan,Female,working people,1
0.5366187543,1.16,oldest cars,Station wagon,Male,young people,0
0.3915126626,0.83,oldest cars,Sedan,Female,oldest people,0
0.3915126626,4.63,youngest cars,Station wagon,Female,old people,0
0.3915126626,1.25,oldest cars,Station wagon,Male,old people,0
0.2162902122,1.83,old cars,Utility,Male,young people,0
0.3887748118,0.53,oldest cars,Hatchback,Female,oldest people,0
0.3887748118,0.67,oldest cars,Sedan,Female,older work. people,0
0.386036961,2.72,youngest cars,Station wagon,Female,working people,0
0.8268309377,0.84,old cars,Hatchback,Male,working people,0
0.3915126626,0.86,old cars,Hatchback,Female,old people,0
0.5366187543,2.02,young cars,Sedan,Female,working people,0
0.3915126626,1.18,young cars,Hatchback,Male,oldest people,0
0.2245037645,1.31,oldest cars,Hardtop,Female,working people,0
0.3915126626,0.71,oldest cars,Sedan,Female,old people,0
0.3887748118,1.84,young cars,Hatchback,Female,old people,0
0.386036961,0.72,oldest cars,Hatchback,Male,old people,0
0.386036961,4.4,young cars,Station wagon,Female,working people,0
0.386036961,0.58,oldest cars,Sedan,Male,oldest people,0
0.3887748118,0.5,oldest cars,Station wagon,Male,older work. people,0
0.2546201232,2.38,old cars,Station wagon,Female,older work. people,0
0.0328542094,1.79,youngest cars,Hatchback,Male,older work. people,0
0.4928131417,1.91,young cars,Sedan,Male,young people,0
0.3915126626,0.66,oldest cars,Sedan,Male,oldest people,0
0.3915126626,1.17,oldest cars,Station wagon,Female,old people,0
0.2080766598,0.66,oldest cars,Hatchback,Male,oldest people,0
0.386036961,2.82,old cars,Station wagon,Female,young people,0
0.8131416838,1.39,oldest cars,Truck,Male,older work. people,0
0.2929500342,0.9,old cars,Sedan,Male,older work. people,1
0.3887748118,0.39,oldest cars,Sedan,Female,working people,0
0.6105407255,1.34,oldest cars,Hardtop,Female,old people,0
0.3915126626,2.3,young cars,Sedan,Female,older work. people,0
0.18617385349999999,1.44,youngest cars,Hatchback,Male,working people,0
0.6078028747,1.22,old cars,Sedan,Female,young people,0
0.386036961,1.56,young cars,Sedan,Female,oldest people,0
0.1204654346,0.71,oldest cars,Hatchback,Female,older work. people,0
0.386036961,1.76,young cars,Sedan,Male,old people,0
0.8268309377,3.14,old cars,Station wagon,Male,young people,0
0.6132785763,2.19,oldest cars,Truck,Male,older work. people,0
0.9938398357,2.51,old cars,Station wagon,Male,older work. people,0
0.8788501027,3.34,young cars,Hatchback,Female,old people,0
0.4928131417,1.74,oldest cars,Station wagon,Female,working people,1
0.4024640657,0.81,oldest cars,Station wagon,Female,older work. people,0
0.6078028747,0.66,oldest cars,Hatchback,Female,older work. people,0
0.3915126626,1.71,youngest cars,Hatchback,Male,working people,0
0.7282683094,3.93,young cars,Station wagon,Female,young people,0
0.8788501027,1.82,oldest cars,Station wagon,Male,older work. people,0
0.6132785763,1.66,young cars,Utility,Male,working people,0
0.3915126626,0.74,oldest cars,Hatchback,Female,old people,0
0.3887748118,3.63,young cars,Truck,Male,working people,0
0.6132785763,1.16,oldest cars,Sedan,Female,oldest people,0
0.462696783,1.91,oldest cars,Station wagon,Male,young people,0
0.3887748118,0.41,oldest cars,Hatchback,Female,older work. people,0
0.0273785079,1.42,oldest cars,Station wagon,Female,older work. people,0
0.900752909,2.7,youngest cars,Station wagon,Female,working people,0
0.3887748118,1.81,old cars,Truck,Male,young people,0
0.8268309377,1.378,youngest cars,Hatchback,Female,old people,0
0.1943874059,1.86,young cars,Sedan,Male,oldest people,0
0.3887748118,0.8,oldest cars,Hatchback,Female,old people,0
0.900752909,1.19,young cars,Hatchback,Female,working people,0
0.5256673511,1.68,young cars,Hatchback,Female,young people,0
0.8788501027,2.62,old cars,Minibus,Female,older work. people,0
0.8459958932,0.77,old cars,Hatchback,Female,working people,0
0.386036961,1.8,young cars,Sedan,Female,older work. people,0
0.7748117728,2.96,oldest cars,Sedan,Female,working people,0
0.386036961,0.42,oldest cars,Sedan,Female,old people,0
0.386036961,1.05,old cars,Sedan,Male,working people,0
0.8952772074,1.41,oldest cars,Hardtop,Female,young people,0
0.4928131417,0.65,oldest cars,Hatchback,Female,older work. people,0
0.6023271732,3.67,young cars,Station wagon,Male,oldest people,0
0.386036961,1.63,young cars,Hatchback,Female,old people,0
0.7748117728,0.74,oldest cars,Hatchback,Male,working people,0
0.386036961,0.46,oldest cars,Sedan,Female,old people,0
0.386036961,0.78,old cars,Sedan,Female,young people,0
0.3887748118,1.67,young cars,Hatchback,Female,oldest people,0
0.5366187543,2.94,old cars,Station wagon,Male,working people,0
0.8268309377,4.09,youngest cars,Utility,Male,working people,0
0.6132785763,2.19,young cars,Sedan,Male,old people,0
0.3915126626,1.31,oldest cars,Utility,Male,working people,0
0.2518822724,1.81,young cars,Hatchback,Female,old people,0
0.5366187543,7.47,youngest cars,Station wagon,Male,youngest people,0
0.1204654346,4.57,youngest cars,Truck,Male,working people,0
0.900752909,1.87,young cars,Sedan,Female,working people,0
0.386036961,1.14,old cars,Sedan,Male,young people,0
0.4599589322,0.31,oldest cars,Sedan,Female,older work. people,0
0.2245037645,2.44,old cars,Truck,Male,older work. people,0
0.3915126626,0.79,old cars,Hatchback,Female,older work. people,0
0.1998631075,1.46,young cars,Hatchback,Male,youngest people,0
0.3887748118,3.63,young cars,Station wagon,Male,oldest people,0
0.1998631075,0.89,oldest cars,Sedan,Male,older work. people,0
0.8268309377,1.51,young cars,Hatchback,Female,working people,0
0.3203285421,1.05,old cars,Sedan,Female,older work. people,0
0.3887748118,1.51,oldest cars,Hardtop,Male,oldest people,0
0.3887748118,0.37,oldest cars,Sedan,Male,older work. people,0
0.386036961,1.71,young cars,Sedan,Female,old people,0
0.386036961,2.59,young cars,Station wagon,Female,older work. people,0
0.8268309377,1.09,old cars,Hatchback,Female,older work. people,0
0.0958247775,0.9,old cars,Sedan,Male,older work. people,0
0.8268309377,2.52,old cars,Truck,Male,young people,1
